id	textes	classes
1455	Film d'une débilité écœurante avec des combats lamentables qui se révèlent plutôt comme de la chorégraphie ratée.	0
1456	Non content d'avoir lancé le reboot, voilà qu'ils remettent ça. Ca reste tout aussi indigeste, mais attention ! Grande différence avec le premier : l'humour fait son apparition. Et tombe complètement à plat.	0
1457	Ce film est un chef d'oeuvre, j'ai vu tous les twilight mais quand j'ai vu ce film, ça été la révélation c'est un des meilleurs films de vampire que je connaisse car il parait beaucoup plus realiste que tous les autres! A voir absolument !	1
1458	J'avais très peur après avoir vu la bande annonce de tomber sur un nanar, mais non, ce Tomb Raider fait honneur au jeu vidéo sorti en 2013 dont il s'inspire largement, et c'est tant mieux, tant la qualité est au rendez vous. Le film se laisse facilement regarder de bout en bout, sans temps mort, avec très peu d'invraisemblances (le défaut habituel des films issus de jeux vidéos), les dialogues ne sont pas toujours hyper recherchés, pas plus que les personnages secondaires, mais l'ensemble est sérieux et bien réalisé. On ne s'ennuie pas une seconde et certains détails distillés ça et là dans le film que seuls les fans reconnaîtront sont très appréciables. Le film se paie même le luxe de gommer le seul défaut majeur du jeu :Lara Croft jeune adulte qui tue plusieurs centaines de types armés jusqu'aux dents à elle toute seule sur une île isolée dans le pacifique. On en est loin. Alicia Vikander est magnifique, dans tous les sens du terme, exit l'héroine qui tue sans sourciller, survit à tout par ses propres moyens sans jamais la moindre égratignure façon Bruce Willis. Cette Lara Croft là pleure, gémit, souffre, saigne, se casse la gueule, survit comme elle peut et parfois grâce à de l'aide extérieure, bref, elle est humaine. Même si certaines très courtes scènes ou phrases en font un peu trop dans l'héroine badass. Une excellente surprise.	1
1459	L'histoire totalement abracadabrante en rappelle des tas d'autres. Aucune surprise donc, mais aussi aucun suspense. Le dénouement est fantaisiste.	0
1460	Dommage. Plein de pistes intéressantes dans ce film, plein de sujets possibles, plusieurs débuts d'histoires que le réalisateur se contente de nous exposer sans en développer aucun. Résultat : pas grand chose. Quelques jolis moments épars dans un film décousu et lent égrené de longues plages de silences qui se voudraient éloquentes mais ne sont, malheureusement, que vides.	0
1461	« What we become » est un énième film de zombies qui ne révolutionnera sûrement pas le genre, bien qu'il soit réalisé avec un certain sérieux. Le scénario est beaucoup trop conventionnel pour surprendre et tout ce qui arrive aux personnages semble avoir déjà été vu 1000 fois sur petit ou grand écran. Bref on sent très vite un début d'ennui pointer son nez, malgré les tentatives désespérées des réalisateurs et scénaristes pour maintenir un suspense qui fonctionne... Au bout du compte ces efforts restent vains et la mayonnaise ne prend jamais vraiment... A voir une fois, pour vous faire votre propre opinion !	0
1462	Mis à part quelques scènes émouvantes, on ne comprend pas bien l'obsession qui conduit le protagoniste à rechercher un ami qui fut aussi un rival. Jamais leur lien passé ne nous éclaire. Le personnage féminin, objet de la rivalité, fait presque figure de second rôle. On a connu les frères Taviani plus inspirés...	0
1463	Une claque ce film sur la prostitution, la difficulté d'en sortir, le cauchemar de la fille qui voit sa mère s'y noyer et tenter de l'aider contre son gré. Ceci n'est pas un spoiler, car tout cela on le voit ou on le comprend vite. Le film, c'est justement sur ce qui se passe après. A voir absolument !	1
1464	Un film simple, humaniste, une très bonne réalisations, de superbes paysages, des acteurs fantastiques, une bande son qui accompagne superbement les images. Très bon film.	1
1465	Acteurs sans charisme dans un film qui me laisse de marbre, La fin rejoint misérablement le début sans aucune consistance	0
1466	La Seconde Guerre mondiale et surtout les deux bombes atomiques ont hanté le cinéma japonais, et c'est encore le cas à l'image de ce long-métrage. Si Sunao Katabuchi s'intéresse bien à l'horreur de la Guerre et le désastre sur les âmes humaines, et ce avec une part de poésie et de rêve, ce n'est pas l'aspect dominant de son film. Ici, il va surtout mettre en scène un destin des femmes, avec comme arrière-plan les mœurs d'une société misogyne. Le film aborde le couple, les sacrifices, et de manière générale la vie, avec un certain aspect mélancolique. Si tout n'est pas toujours parfait, à commencer par une finalité légèrement maladroite et un peu trop longue, ainsi qu'une émotion qui n'est pas aussi forte que le sujet le promettait, cela reste tout de même un beau film. Sunao Katabuchi propose avec Dans un recoin de ce monde une oeuvre jolie, poétique et tendre.	1
1467	Un chef d'oeuvre c'était vraiment parfait, scénario parfait réalisation parfaite très très beau. peut être le film que jai préféré cette année	1
1468	Je voulais le voir par souci d’écologie, parce qu’on ne pense pas à ces petits insectes comme condition sine qua non à notre survie, puis comme cri d’alarme pour leur survie. En fait de cela on se retrouve avec un reportage sur les abeilles mais mal fait. En effet, l’histoire traite tantôt des abeilles, tantôt des problèmes qu’elles rencontrent un peu partout, tantôt d’autre chose. La trame n’aide pas à la compréhension car elle part dans tous les sens (Suisse, Australie, USA, puis un passage sur les amandes). Du coup difficile d’accrocher, et le synopsis, déjà peu truculent, se perd, donnant une impression d’imposture pour tout le film. Ajoutons à cela que personne n’est présenté, ni nom, ni leur métier, ni le coin où ils exercent n’est précisé, forcément on se désintéresse alors. Avec un tel montage on est un peu bombardé d’infos et de futilités, on ne comprend pas tout, on n’apprend peu au final et on s’ennuie car pas mal de passages sont inutiles. Après ça ne casse pas trop le rythme, qui se tient bien, mais ça lasse car c’est trop mou au demeurant. Cependant, le parallèle est fait entre la survie des plantes et celle des abeilles, l’exemple des Chinois qui remplacent les ouvrières en achetant le pollen et en inséminant avec des cotons tiges est parlant. De même que la dénonciation de l’utilisation d’insecticides toujours plus puissants, tuant également les abeilles, ce qui finit par détruire la faune environnante, puis la flore à terme, est pertinente. J’aurais préféré voir plus de preuves de l’implication des abeilles au niveau mondial, de messages écolos, au lieu de ça c’était plus FX moyens et musique d’ascenseur, commenté d’une voix neutre, sans profiter des beaux paysages qu’ils ont du traverser. Au final c’est vraiment dommage car il y avait moyen de faire quelque chose de bon, intéressant et utile. Au lieu de ça le documentaire est tombé dans l’oubli et n’a pas fait évoluer les mentalités alors que c’est urgent, plus que dommage c’est même idiot.	0
1469	un film vraiment bof!!!pas un film qui vous tien en haleine!! a ne voir que si il ya rien dautre!!	0
1470	Sortis de leur contexte les films de propagande sont rarement bons er celui-ci ne l'est pas. Le début est vraiment pas mal, l'évasion miraculeuse de Gabin, l'obus sur le camion… Après on redescend d'un étage et ça se gâte complètement dès que Gabin renonce définitivement à la vie civile, le film devenant un enfilement de clichés, de facilités de scénario, de patriotisme poussif, le tout joué par des acteurs caricaturaux parmi lesquels Gabin, qui déjugera le film sort à peine du lot. Tout cela n'est ni passionnant, ni intéressant, ni brillement réalisé et on ne souhaite qu'une chose c'est que ça finisse. Et histoire d'en ajouter un peu signalons que le film contient une réplique ouvertement raciste aussi stupide que déplacée.	0
1471	Un curieux film que celui la, un quartier fermé disposant de ses lois et sa milice qui règle les problèmes avec la police a coup de billets dans la poche sans clichés ou déjà-vus. Loin des Blocks Buster américain, ce thriller fait froid dans le dos du début à la fin et qui fait reflichir sur la vision de la justice et de la place des riches dans notre société....a voir !	1
1472	En 2013, Guillermo del Toro signe avec Pacific rim un hommage aux kaijus japonais au scénario simple mais cohérent et efficace. Cinq ans plus tard, alors que Guillermo del Toro avait longtemps été attaché au projet, c’est Steven S. DeKnight (qui vient de la série télévisée) qui signe la suite de cette aventure. Alors que le début pouvait laisser imaginer un développement intéressant mettant de côté les Kaiju (même s’il est étrange que le Marshall Pentecost ait un fils alors que l’on n’en n’a pas du tout entendu parler dans le premier film alors que la filiation en était un des thèmes), le film échoue en grande partie à cause de personnages redondants (le traumatisme d’Amara est exactement le même que celui de Mako !) et un scénario très mal développé (il faut réussir à comprendre qu’elles sont les motivations du méchant, si elles existent ! ; la réapparition des kaijus semble ne s’effectuer que pour faire plaisir aux fans…). Ainsi, même si les spectaculaires scènes d’action peuvent faire illusion pendant une bonne partie du film (c’est idiot mais divertissant au moins), leur accumulation et surtout la volonté de toujours les rendre plus grosses ne rattrape pas l’ennui grandissant et ne fait pas oublier les incohérences du scénario et le peu d’intérêt des personnages. La fin annonçant clairement une suite, il faut espérer que l’équipe créative remonte le niveau si la franchise veut perdurer.	0
1473	et bien moi j'ai adoré !!! visiblement la france n'est absolument pas fan de ce genre d'humour parodique au 10 millieme degres au vu des critiques mais moi j'adore ! les gags sont tres bon ! les situations aussi ! j'ai bcp ris ! j'etais meme morte de rire a certain gags !	1
1474	"Jamais un film ne se sera révéler aussi inexact sur le plan historique, et pourtant quel film. Comment en vouloir un seul instant à Raoul Walsh d'avoir rendu les enfants de l'Histoire plus beau transformant ainsi un général raciste, alcoolique et incompétent en défenseur farouche de la cause indienne et en militaire humain et courageux. Seul un acteur aussi incroyablement charismatique et talentueux que le fougueux Errol Flynn au sommet de son art pouvait emporter totalement la sympathie du spectateur en incarnant un personnage négligeant, arrogant et souvent naïf. On suivrait aussi bien l'acteur que le Custer qu'il incarne en Enfer ou vers la Gloire. La merveilleuse Olivia de Havilland a peut-être un rôle un peu secondaire mais il faut reconnaître que les scènes dans lesquelles elle joue sont les plus belles du film, en particulier la scène d'adieu d'une sobriété déchirante (contredisant totalement la phrase de Jack L. Warner à propos de Walsh : ""La scène la plus émouvante qu'il est capable de filmer est l'incendie d'un bordel""). Ici, le terme ""parfait"" pour désigner l'alchimie entre les deux acteurs dans leurs dernières collaborations est beaucoup trop faible, elle est carrément transcendante. Sans virer un seul instant dans les pièges de la hagiographie, Walsh nous montre une fresque monumentale fascinante ponctuée de scènes mémorables et admirablement servie par une mise en scène alerte et soignée jusqu'au moindre détail. Il ne faut pas oublier de citer aussi la musique puissamment épique de Max Steiner qui se conjugue à merveille avec la mise en scène intense de Raoul Walsh. Passionnant, un immense chef d'oeuvre."	1
1475	Un très bon téléfilm qui n'est pas sorti en DVD à mon plus grand regret ! Vraiment dommage !	1
1476	Des décors somptueux qui correspondent à l'idée que je me fais du Moyen-Age, une analyse des coutumes et de la philosophie religieuse de l'époque qui paraissent très justes et réfléchies, une intrigue captivante et mise en scène de manière intelligente. Les acteurs sont bons, Sean Connery en tête. Très bon film.	1
1477	C'est un film que j'ai du regarder une bonne cinquantaine de fois quand j'était enfant. Il est super drôle, je le conseille à tous les enfants, en plus il passe régulièrement sur les chaines pour jeune publique. Très agréable à regarder.	1
1478	bon film d'action (je connaissais pas le cinéma turc) des references a ryan comme il a eté dit mais qui montre bien la sauvagerie de daesh . bons acteurs a voir en vostfr . je recommande	1
1479	Quel film superficiel et mediocre ! J'ai adoré le premier Bridget Jones, j'ai trouvé le deuxième passable, mais là j'avais envie de quitter la salle après 20 minutes. Les acteurs ont clairement besoin d'argent pour faire un navet de ce niveau. Je comprends que Hugh Grant ait dit non. Un scenario très pauvre, les dialogues niais, la qualité du jeu des acteurs incroyablement mauvaise (est-ce la vraie Rene Zelleweger a été kidnappée par les aliens, car celle dand ce film était nullissime ?) Surtout, je suis étonnée de voir autant de bons critiques. Ce film nést pas une comédie anglaise digne de ce nom. Un critique très dur, mais mérité.	0
1480	Mel Gibson reste Mel Gibson les des meilleurs acteur de tout les temps quelque sois le style de film, sa qualité et son budjet.	1
1481	Vraiment un film pas mal, car il est tres bien joué et l'histoire est surprenante malgré quelques longeurs. En effet, l'intrique est genial, car la fin est inatendu.	1
1482	"Excellent road movie tragi-comique à travers la Finlande de 1988 signè par le futur rèalisateur de ""Leningrad Cowboys Go America"" et ""La fille aux allumettes"". Le ""Ariel"" de Aki Kaurismäki n'est pas vraiment une marque cèlèbre de lessive mais plutôt le nom d'un bateau en partance pour le Mexique! Taisto est un mineur au chômage qui, après une ètape à Helsinki, s'embarque après bien des mèsaventures sur le cargo « Ariel » vers l'Amèrique latine! Mais avant de connaître cet idyllique bonheur avec une femme et son fils, les choses n'ont pas toujours ètè simple pour Taisto! Sa religion ? Aucune! Sa profession ? A la recherche d'un emploi! Son lieu de rèsidence ? Nulle part! Son adresse ? Aucune! Sa situation de famille ? Cèlibataire! Des enfants ? Aucun! Un parent proche ? Aucun [...] La rèussite de ce personnage exclu est totale, mais, faut-il le dire, le style de Kaurismäki, lui, est unique où les scènes abracadabrantes (prison, hold-up...) ne comptent pas dans le plaisir que l'on prend à suivre une histoire attachante et originale..."	1
1483	"Film qui donne l'impression d'avoir été baclé. Comme si le réalisateur et le producteur s'étaient dit ""On va prendre un grand livre, on va mettre une grosse star dans le rôle principal, une actrice à gros seins dans le rôle féminin, c'est bon !"". Le problème, c'est que ça ne fonctionne pas. Colin Farrell, pourtant pas mauvais dans Crazy Heart (entres autres, évidemment), n'a pas l'air à l'aise dans ce rôle, Salma Hayek ne réussit pas à convaincre dans son rôle de serveuse pauvre, le choix de Justin Kirk pour jouer Sammy est franchement incompréhensible... Dommage, c'est une très belle histoire avec un potentiel immense, Fante méritait mieux."	0
1484	Voilà 15 ans déjà que j'ai entendu parler de ce film que je savais réputé , mais ce n'est qu'aujourd'hui (2013) que je le vois pour la 1ere fois. Franchement le jeux du duo d'acteur Bouchez-Régnier est si réaliste que cela en devient confondant, on se croirait presque dans un documentaire ... je sais pas si elle ont mis des caractéristiques propres à leur véritables caractères dans les personnages joués...tellement cela sonne juste... ou si tout cela est inventé sur papier et qu'elles ont tatonné et essayé de trouvé comment joué tout cela au mieux... tout cela est un mystère, il faut surement être dans le milieu du cinéma pour comprendre le procésus de construction d'un rôle... Mais enfin bref...je m'égare... Ce film qui sent le mélodrame...on le préssent il est vrai... mérite les récompenses qu'il a reçu... que dire de plus... allez donc voire le film ...et même si c'est déjà plus de notre siècle...rien n'a vraiement changé...le blues urbain à de beaux jours devant lui...	1
1485	Idée de base bonne, mais Le scénarios se crash très vite dommage l’idée a été mal exploitée malgré un très bon casting..	0
1486	tres bon film trop drole et les freres marx jouent tres bien	1
1487	Un film direct, précis et pertinent. Le propos touchera d'autant plus qu'il est d'actualité et qu'il le sera d'ailleurs probablement toujours. En somme, un film plus intemporel et universel qu'il n'y parait et qui témoigne de la grande finesse de George Clooney derrière la caméra.	1
1488	Un orage, une famille bloquée dans une ville où une chasse à l'homme est organisée pour traquer un tueur qui rôde. Tout ceci aurait pu donner un huis clos angoissant, mais le réalisateur a préféré faire un film plus classique qui prend notamment des allures de road-movie dans sa deuxième partie. La mise en place de l'histoire est un peu poussive puisque Fabrice Camoin se contente de montrer une Marina Fois au bout du rouleau qui ne cesse de boire, une façon de justifier son futur choix. Par la suite, l'histoire gagne un peu en intérêt lors de la rencontre entre le tueur et la dépressive, mais le scénario est trop faiblard pour captiver jusqu'au bout. Je pensais réellement que si l'histoire était aussi évidente, c'était parce qu'il y aurait une surprise ou un malentendu qui nous serait révélé plus tard, mais non, l'histoire est prévisible du début à la fin. Le casting est bon et digne d'un bon film, mais la mise en scène et l'histoire sont dignes d'un téléfilm, pas plus.	0
1489	"""Thaanaa Serndha Koottam"" est le remake tamil du film ""Special Chabbis"" avec Akshay Kumar ou du moins il reprend l'idée de base qui s'inspire d'une histoire vraie à savoir le braquage du Royal Opera House en 1987 réalisé par un groupe se faisant passer pour des officiers de la CBI. L'histoire ne se résume pas qu'à ça puisque Vignesh Shivan tente de créer une histoire pour justifier ce passage à l'acte et pour se faire il décide de parler de corruption dans la plupart des milieux, mais aussi de la difficulté qu'ont certaines personnes à s'en sortir et à trouver du travail, car malgré leurs qualifications ou diplômes, ils sont soit obligés de payer pour avoir le poste ou alors, ils sont devancés par des personnes moins qualifiées, mais qui sont pistonnées. Les thèmes abordés ne sont pas si mal, mais on remarque très vite que c'est uniquement pour justifier tout ce qui se passe et qu'il n'y a rien derrière... Il n'y a pas vraiment de traitement des faits et l'ensemble est noyé dans le folklore habituel avec par exemple des scènes qui ne correspondent pas au reste de l'histoire ce qui gâche complètement le film. L'histoire est très mal ficelée, elle comprend beaucoup d'incohérences, y compris de temps par rapport à l'époque, et cela devient de pire en pire à mesure qu'on avance dans le film comme en témoigne cette dernière partie... Il vaut probablement mieux regarder l'original qui traite réellement le sujet de départ et ne se contente pas de faire une histoire à partir de celui-ci. Bref, un film sans intérêt et ennuyeux."	0
1490	Un film sans prétention et sans intérêt. Les situations sont soit déjà vues, soit convenues, ou d une immense lourdeur. Les acteurs n y croyant pas sont à côté de la plaque. A éviter.	0
1491	"Ce ""Young ones"" est une sorte de film post-apocalyptique esthétique sans viol et cannibales, et ça nous change ! Comme dans ""Le livre d'Eli"" et d'autres avant lui, l'eau est une denrée rare et certains sont prêts à tout pour en avoir. Les acteurs sont magnifiques et certaines scènes (la vente aux enchères notamment) ont des relents de Star Wars, alors ne boudez pas votre plaisir !"	1
1492	Ce film israëlien tout à fait atypique ne m’a pas ennuyée une seconde. Michal, 32 ans, juive orthodoxe vit à Jérusalem, entourée de plusieurs femmes. Sa profession : animatrice d’une ferme pédagogique mobile. Elle consulte une voyante (?) et lui explique son souhait d’enfin trouver un mari. Quelque temps après, elle projette un mariage. Mais 30 jours avant les noces, alors que les préparatifs battent leur plein, son futur époux lui avoue qu’il ne l’aime pas. Michal veut à tout prix conserver la date du mariage et organiser l’événement, persuadée qu’elle trouvera un mari d’ici là. Elle rencontre divers hommes, mais trouvera -t-elle un époux ? Je n’ai pas saisi toutes les subtilités des rituels et croyances juives orthodoxes, ceci dit ce film tout à fait original n’en est pas moins une réflexion intelligente et pertinente sur le mariage. Il pose plusieurs questions et sa réponse fait chaud au coeur. Mon blog : larroseurarrose.com	1
1493	Malgré les critiques, je suis allée jusqu'au bout du film... J'aurais peut être pas du ! Rien à voir dans ce film, pas vraiment d'horreurs ni de suspens et une fin qui se veut surprenante ms les choses ne sont expliquées qu'à moitié..	0
1494	Propagande Propagande Propagande Entre ce rôle ci et celui dans Wall Trade Center, je me demande si Michael Shannon ne court pas après le cachet facile ! Heureusement qu'il se rattrape dans Boardwalk Empire ! Quand à Butler je crois que son cas devient de plus en plus désespéré... A éviter !	0
1495	Aux chiottes, hélas...	0
1496	"Formé à la télévision anglaise, David Hugh-Jones n'eut pas la même carrière que certains de ses confrères comme Frears ou Loach et ne tournera que très peu de film pour le cinéma. Etonnament produit par Mel Brooks que l'on attendait pas ici, ""84 Charing Cross Road"" primé aux BAFTA (les Oscars anglais) et au festival de Moscou pour son interprétation, ne fut même pas distribué en France. Peut-être est-ce à cause de l'austérité du sujet... Le film est tiré d'une auto-biographie de l'écrivain Hélène Hanff sur ses correspondances postales avec une librairie anglaise durant 20 ans. Le livre fut adapté au théâtre avant de devenir un film. Pas de quoi déchainer les foules... Pourtant le film marche, on ne s'ennuie jamais, principalement soutenue par une mise en scène fine et drôle et par un duo exceptionnel d'acteurs: Anne Bancroft et surtout Anthony Hopkins, qui avant ses succès dans les films d'Ivory dévoile son jeu sensible tout en retenu. Totalement inconnu en France, il est temps de (re)découvrir ce film magnifique."	1
1497	Film dont le thème aurait pu en faire un chef d'oeuvre mais malheureusement c'est raté ! Il ne se passe pas grand chose, l'enthousiasme s'essouffle vite et honnêtement je n'ai jamais vu une tête à claques comme le rôle du père. Il passe son temps à hurler, à gesticuler et il fout le film en l'air à lui tout seul. Je n'aimais déjà pas beaucoup mais sa seule présence m'a définitivement vacciné et je suis ressorti de ce Libero gonflé et déçu.	0
1498	Des braqueurs pas comme les autres, un trio d'acteurs époustouflants, un scénario rocambolesque, voici ce qui vous attends avec Les Parrains ! Avec Frédéric Forestier pour réalisateur, un habitué des comédies franchouillardes, avec entre autre Le Boulet (2002) ou encore Astérix aux Jeux Olympiques (2008), on avait pas tellement d'inquiétude face à ce nouveau film, formidablement interprété par une pléiades d'acteurs qui n'ont plus rien à prouver : Gérard Lanvin, Gérard Darmon et le regretté Jacques Villeret (qui nous à quitté trop vite en janvier 2005). Un scénario accrocheur pour ce polar « à l'ancienne » qui nous réserve quelques surprises, notamment le final, avec un excellent retournement de situation qui vaut le coup d'oeil, car on est très loin de s'imaginer une tel chose ! En somme, un très bon film qui hélas, signe la fin d'une carrière riche en émotion, de tendresse et d'humour, d'un acteur de talent qui n'aurait jamais du s'éteindre aussi jeune, lui qui ces dernières années explorait à fond toute la diversité des rôles que l'on avait pu lui proposer au cinéma, il lui restait tant a nous montrer, à nous apprendre, à nous partager. Mr Pignon avait encore de la route à faire dans les salles obscures, mais c'est à seulement 54 ans qu'il nous tire sa révérence, après nous avoir offert ces quatre films-posthumes (Iznogoud, L'Antidote, Les Ames Grises, Les Parrains).	1
1499	Bon film avec un duo qui fonctionne toujours très bien.	1
1500	Génial et tonique , M.Cervera est extraordinaire .	1
1501	"A voir notamment pour la magnifique et émouvante interprétation de Meryl Streep ! Pour toutes les ""mauvaises mères "" et autres femmes libres et indépendantes !"	1
1502	"Si toi aussi tu as 5 potes, dont le célèbre Jean Rollin, et que tu n'as pas une thune, mais que tu possèdes malgré tout une caméra, et que tu veux tourner un film de dinosaures pas cher pas cher, c'est possible ! En voici la preuve. Dinosaures en plastiques essayant de manger des humains d'un jeu d'acteur super convainquant; voulant récupérer une trousse de maquillage (sans rire), capturer un dinosaure, survivre… Bref des trucs normaux quoi dans ce genre de nanars grand cru. Parce que question nanar c'est assez énorme, entre une sorte de petit gros qui frappe la caméra avec une pelle, la bonne femme qui gueule et râle (comme toute les bonnes femmes), c'est assez lourd niveau n'importe quoi. Je ne parle pas des effets spéciaux, que tu peux reproduire dans ton jardin avec un dinosaure acheté deux euros à Super U (dinosaure articulé, attention, à l'époque ça devait coûté dans les 30 francs). Et puis les personnages sont d'un ridicule, c 'est juste énorme, on a crétin qui porte une bandeau de kamikaze qui se prend pour ""le capitaine crochet de ce parc jurassique"" *levez les yeux bien haut au ciel* une sorte de sauvage habillée en vrai faux léopard, alors qu'il n'y a pas de léopard sur cette planète. Ah oui, parce que je ne vous ai pas dit ? ils sont sur une planète qui servait à placer des déchets et dessus il y a des dinosaures. Passionnant. D'ailleurs j'avoue avoir roupillé un peu durant le film, rien de grave j'espère. Enfin bon c'est passablement chiant, mais ça vaut le détour tant c'est absurde."	0
1503	On pourra toujours mégoter sur le scénario ou l'interprétation, mais franchement, personne ne s'attend à voir un chef-d'oeuvre du septième art, on espère juste un film spectaculaire et efficace. De ce point de vue, bonne pioche, puisqu'il s'agit de l'équipe et des cascadeurs totalement barjots de Ong Bak. On a donc droit a des combats chorégraphiés impressionants qui, après une première demi-heure un peu longuette et sans grand intérêt, vont s'enchainer à un rythme soutenu jusqu'au générique de fin, pour le plus grand plaisir des amateurs de bourre-pifs.	0
1504	Un très bon film noir, passionnant de bout en bout et fertile en suspense et rebondissements (ceux qui parlent de la mollesse de la réalisation n'ont pas du voir le même film). Allan Ladd est très bon, Rod Steiger impeccable (quand je pense que certains lui ont reproché de jouer en nœud papillon, il bien le droit de porter un nœud papillon, non ?) Dolores Dorn est superbe. Certains points de vue adoptés par Alla Ladd sont intéressants et originaux et sa vision de la bande de jeunes friqués avec culte du chef, obéissance absolu, attaque en meute, fait froid dans le dos. Belle surprise !	1
1505	La vie privée a une certaine étrangeté qui intrigue mais déroute puis lasse en fin de compte.Aurélien Recoing vaut le déplacement en poète farfelue.	0
1506	"Malgré la belle ambition formelle de cet étrange ""western"" (une abstraction visuelle qui tend vers la fable, avec un magnifique travail sur la couleur, les toiles peintes et le décor en studio stylisé à l'extrême), un scénario empesé l'embourbe dans la mélasse du psychodrame familial lourdement démonstratif. Mis à part le personnage haut en couleurs de Robert Mitchum (impérial en salaud flamboyant), les comédiens sont tous figés, renforçant encore la pesanteur théâtral de ce qui ressemble à un mauvais Tennessee Williams. Le film peut être vu comme une curiosité (le surprenant traitement hors champ de la panthère fait penser à du Tourneur), mais ""Track the cat"" demeure une pièce mineure de l'oeuvre de Wellmann."	0
1507	Très Fellinien mais aussi très inaccessible. La grande présence de la pantomime et des arts du cirque crée une atmosphère sympathique au premier abord, puis rapidement usante. Ensuite, le rythme est lent, les dialogues sont pesants, et on s'ennuie parce qu'il ne se passe pas grand chose. Sur le fond, pourtant, le film propose un portrait intéressant quoiqu'un peu simpliste de la femme de l'époque, dont Fellini a une vision semble-t-il légèrement réductrice et biaisée. D'autre part, Anthony Quinn a vraisemblablement tourné en langue anglaise, puis a été doublé en italien, et c'est vraiment pénible, pour un amateur de versions originales, de supporter la non-synchronisation des paroles avec le mouvement des lèvres. Un grand classique, certes, mais une grande déception.	0
1508	Désolé de casser votre délire (Que de critiques positives!) mais j'ai trouver ce film vraiment ininteressant. Les critiques parlent de comédie, de parodie mais le genre du film est bancal, c'est-a-dire que le film hésite entre parodier ou au contaire passer dans le domaine de la science fiction ,et au final rien de très transcendant. Un film de serie B.	0
1509	C'est un biopic gènèreux qui entend montrer le courage de cette pionnière de l’aviation qui fut la toute première femme à traverser l’Atlantique en avion! Mais une mise en scène acadèmique, des scènes mèlodramatiques digne d'un roman photo, une reconstitution belle mais trop hollywoodienne, un jeu d'acteurs emphatique (Hilary Swank est convaincante mais particulièrement moche, Richard Gere est bon sans plus, Ewan McGregor sous-exploitè...) font vite sombrer le film dans une accumulation de scènes-clichès avec tous les poncifs du genre! L'ensemble est agrèable mais quelques passages empruntès aux actualitès de l'èpoque ne suffisent pas à donner un label d'authenticitè à ce biopic sentant trop le faisandè! Dommage...	0
1510	un excellent western dans la lignée de open range et lonesome dove avec le monument robert duvall toujours aussi bon et un surprenant thomas haden church le scénario et original et ça fait du bien. WALTER HILL NOUS PROUVE UNE FOIS DE PLUS QU IL EST UN IMMENSE REALISATEUR(malgré les navets supernova et autres...)	1
1511	Franchement, je m'attendais a voir une grosse pub pour st anger et la tournée qui a suivi. Mais là, c'est tout le contraire, on se demande comment ils ont fini l'album, ils arretent pas de s'engueuler, ils perdent les pedales (grosse tete), ont besoin d'un psy 24/24... Mais c'est ce qui fait l'interet de ce doc et il n'a pas entaché l'image que je me faisait du groupe puisqu'ils ont accepté de le diffuser meme si il aborde des sujets delicats (napster...). A voir	1
1512	"Une daube monumentale. Parvenir à visualiser le film dans son integralité relève du véritable exploit tant il s'avère soporifique. Même les fanatiques de rap déclareront forfait devant des musiques pitoyables, des ""Yeah"" et ""Ah-ah"" franchement lourdingues, et un Snoop Dog décidemment bien fatigué. Quant aux autres, inutile de s'attarder sur les interprétations peu crédibles, d'ailleurs aussi lamentables que le scénario demeure dénué d'intérêt. A proscrire."	0
1513	"Dernier film du grand J. Wayne, qui s'est offert un ultime plaisir, réunissant des potes à lui devant la caméra du réalisateur d'un film qu'il aurait bien aimé faire, en l'occurrence ""Dirty Harry"", le tout au sein d'une histoire pleine de résonnances avec sa carrière et sa vie, on ne saurait imaginer plus belle sortie. Retrouvant ses potes J. Stewart, R. Boone, J. Carradine et même L. Bacall, plus un petit jeune du nom de R. Howard, Wayne s'offre un baroud d'honneur à l'écran, car tout n'aura pas été calme en coulisses. Fatigué, usé, mais à nouveau la voix assurée et claire, toujours avec cette puissance charismatique qui bouffe l'écran, le vieux géant se fait plaisir dans cette histoire forcément émouvante, forcément méta, qui jette un regard à la fois désenchanté et amer sur une époque qui se termine. Il faut dire que le Nouvel Hollywood avait déjà supplanté les vieilles stars et le système des studios s'était écroulé, mais le film reste intéressant, préférant le propos à l'image, D. Siegel signant un film correct mais manquant d'ampleur, plus intime que spectaculaire. En soi, ça reste un bon film, bien écrit, bien joué, avec des lumières qui font la part belle aux ombres, comme toujours avec B. Surtees, pour un résultat final qui laisse un petit arrière-goût dans la bouche. Un adieu digne du talent de son interprète. D'autres critiques sur thisismymovies.over-blog.com"	1
1514	"Pas réussi à accrocher, les comédiens sont pourtant tous très bons, chacun à la place qui lui est dévolue selon le scénario, mais je n'ai pas investi quelque émotion que ce soit durant le déroulé de cette histoire. Je pense intimement que l'esprit ""carnaval"" me rebute déjà, il n'en faudra pas beaucoup plus (histoire ordinaire dans un environnement que je trouve tout aussi ordinairement morose), bref c'est la tristesse qui a primé tout au long de ce film qui m'a laissé somnolent... Non, je ne serai jamais un carnavaleux, ni même un curieux de ce genre d'événement, c'est sûr!"	0
